realtime_start,value,date,realtime_end
2019-12-06,259152.0,2085-03-01,2019-12-06
2019-12-06,259414.0,2085-04-01,2019-12-06
2019-12-06,259680.0,2085-05-01,2019-12-06
2019-12-06,259963.0,2085-06-01,2019-12-06
2019-12-06,260255.0,2085-07-01,2019-12-06
2019-12-06,260566.0,2085-08-01,2019-12-06
2019-12-06,260867.0,2085-09-01,2019-12-06
2019-12-06,261163.0,2085-10-01,2019-12-06
2019-12-06,261425.0,2085-11-01,2019-12-06
2019-12-06,261674.0,2085-12-01,2019-12-06
2019-12-06,261919.0,2086-01-01,2019-12-06
2019-12-06,262123.0,2086-02-01,2019-12-06
2019-12-06,262352.0,2086-03-01,2019-12-06
2019-12-06,262631.0,2086-04-01,2019-12-06
2019-12-06,262877.0,2086-05-01,2019-12-06
2019-12-06,263152.0,2086-06-01,2019-12-06
2019-12-06,263436.0,2086-07-01,2019-12-06
2019-12-06,263724.0,2086-08-01,2019-12-06
2019-12-06,264017.0,2086-09-01,2019-12-06
2019-12-06,264301.0,2086-10-01,2019-12-06
2019-12-06,264559.0,2086-11-01,2019-12-06
2019-12-06,264804.0,2086-12-01,2019-12-06
2019-12-06,265044.0,2087-01-01,2019-12-06
2019-12-06,265270.0,2087-02-01,2019-12-06
2019-12-06,265495.0,2087-03-01,2019-12-06
2019-12-06,265755.0,2087-04-01,2019-12-06
2019-12-06,265998.0,2087-05-01,2019-12-06
2019-12-06,266270.0,2087-06-01,2019-12-06
2019-12-06,266557.0,2087-07-01,2019-12-06
2019-12-06,266843.0,2087-08-01,2019-12-06
2019-12-06,267152.0,2087-09-01,2019-12-06
2019-12-06,267456.0,2087-10-01,2019-12-06
2019-12-06,267715.0,2087-11-01,2019-12-06
2019-12-06,267943.0,2087-12-01,2019-12-06
2019-12-06,268151.0,2088-01-01,2019-12-06
2019-12-06,268364.0,2088-02-01,2019-12-06
2019-12-06,268595.0,2088-03-01,2019-12-06
2019-12-06,268853.0,2088-04-01,2019-12-06
2019-12-06,269108.0,2088-05-01,2019-12-06
2019-12-06,269386.0,2088-06-01,2019-12-06
2019-12-06,269667.0,2088-07-01,2019-12-06
2019-12-06,269976.0,2088-08-01,2019-12-06
2019-12-06,270284.0,2088-09-01,2019-12-06
2019-12-06,270581.0,2088-10-01,2019-12-06
2019-12-06,270878.0,2088-11-01,2019-12-06
2019-12-06,271125.0,2088-12-01,2019-12-06
2019-12-06,271360.0,2089-01-01,2019-12-06
2019-12-06,271585.0,2089-02-01,2019-12-06
2019-12-06,271821.0,2089-03-01,2019-12-06
2019-12-06,272083.0,2089-04-01,2019-12-06
2019-12-06,272342.0,2089-05-01,2019-12-06
2019-12-06,272622.0,2089-06-01,2019-12-06
2019-12-06,272912.0,2089-07-01,2019-12-06
2019-12-06,273237.0,2089-08-01,2019-12-06
2019-12-06,273553.0,2089-09-01,2019-12-06
2019-12-06,273852.0,2089-10-01,2019-12-06
2019-12-06,274126.0,2089-11-01,2019-12-06
2019-12-06,274372.0,2089-12-01,2019-12-06
2019-12-06,274626.0,2090-01-01,2019-12-06
2019-12-06,274838.0,2090-02-01,2019-12-06
2019-12-06,275047.0,2090-03-01,2019-12-06
2019-12-06,275304.0,2090-04-01,2019-12-06
2019-12-06,275564.0,2090-05-01,2019-12-06
2019-12-06,275836.0,2090-06-01,2019-12-06
2019-12-06,276115.0,2090-07-01,2019-12-06
2019-12-06,276418.0,2090-08-01,2019-12-06
2019-12-06,276714.0,2090-09-01,2019-12-06
2019-12-06,277003.0,2090-10-01,2019-12-06
2019-12-06,277277.0,2090-11-01,2019-12-06
2019-12-06,277526.0,2090-12-01,2019-12-06
2019-12-06,277790.0,2091-01-01,2019-12-06
2019-12-06,277992.0,2091-02-01,2019-12-06
2019-12-06,278198.0,2091-03-01,2019-12-06
2019-12-06,278451.0,2091-04-01,2019-12-06
2019-12-06,278717.0,2091-05-01,2019-12-06
2019-12-06,279001.0,2091-06-01,2019-12-06
2019-12-06,279295.0,2091-07-01,2019-12-06
2019-12-06,279602.0,2091-08-01,2019-12-06
2019-12-06,279903.0,2091-09-01,2019-12-06
2019-12-06,280203.0,2091-10-01,2019-12-06
2019-12-06,280471.0,2091-11-01,2019-12-06
2019-12-06,280716.0,2091-12-01,2019-12-06
2019-12-06,280976.0,2092-01-01,2019-12-06
2019-12-06,281190.0,2092-02-01,2019-12-06
2019-12-06,281409.0,2092-03-01,2019-12-06
2019-12-06,281653.0,2092-04-01,2019-12-06
2019-12-06,281877.0,2092-05-01,2019-12-06
2019-12-06,282126.0,2092-06-01,2019-12-06
2019-12-06,282385.0,2092-07-01,2019-12-06
2019-12-06,282653.0,2092-08-01,2019-12-06
2019-12-06,282932.0,2092-09-01,2019-12-06
2019-12-06,283201.0,2092-10-01,2019-12-06
2019-12-06,283453.0,2092-11-01,2019-12-06
2019-12-06,283696.0,2092-12-01,2019-12-06
2019-12-06,283920.0,2093-01-01,2019-12-06
2019-12-06,284137.0,2093-02-01,2019-12-06
2019-12-06,284350.0,2093-03-01,2019-12-06
2019-12-06,284581.0,2093-04-01,2019-12-06
2019-12-06,284810.0,2093-05-01,2019-12-06
2019-12-06,285062.0,2093-06-01,2019-12-06
2019-12-06,285309.0,2093-07-01,2019-12-06
2019-12-06,285570.0,2093-08-01,2019-12-06
2019-12-06,285843.0,2093-09-01,2019-12-06
2019-12-06,286098.0,2093-10-01,2019-12-06
2019-12-06,286341.0,2093-11-01,2019-12-06
2019-12-06,286570.0,2093-12-01,2019-12-06
2019-12-06,286788.0,2094-01-01,2019-12-06
2019-12-06,286994.0,2094-02-01,2019-12-06
2019-12-06,287190.0,2094-03-01,2019-12-06
2019-12-06,287397.0,2094-04-01,2019-12-06
2019-12-06,287623.0,2094-05-01,2019-12-06
2019-12-06,287864.0,2094-06-01,2019-12-06
2019-12-06,288105.0,2094-07-01,2019-12-06
2019-12-06,288360.0,2094-08-01,2019-12-06
2019-12-06,288618.0,2094-09-01,2019-12-06
2019-12-06,288870.0,2094-10-01,2019-12-06
2019-12-06,289106.0,2094-11-01,2019-12-06
2019-12-06,289313.0,2094-12-01,2019-12-06
2019-12-06,289518.0,2095-01-01,2019-12-06
2019-12-06,289714.0,2095-02-01,2019-12-06
2019-12-06,289911.0,2095-03-01,2019-12-06
2019-12-06,290125.0,2095-04-01,2019-12-06
2019-12-06,290346.0,2095-05-01,2019-12-06
2019-12-06,290584.0,2095-06-01,2019-12-06
2019-12-06,290820.0,2095-07-01,2019-12-06
2019-12-06,291072.0,2095-08-01,2019-12-06
2019-12-06,291321.0,2095-09-01,2019-12-06
2019-12-06,291574.0,2095-10-01,2019-12-06
2019-12-06,291807.0,2095-11-01,2019-12-06
2019-12-06,292008.0,2095-12-01,2019-12-06
2019-12-06,292192.0,2096-01-01,2019-12-06
2019-12-06,292368.0,2096-02-01,2019-12-06
2019-12-06,292561.0,2096-03-01,2019-12-06
2019-12-06,292779.0,2096-04-01,2019-12-06
2019-12-06,292997.0,2096-05-01,2019-12-06
2019-12-06,293223.0,2096-06-01,2019-12-06
2019-12-06,293463.0,2096-07-01,2019-12-06
2019-12-06,293719.0,2096-08-01,2019-12-06
2019-12-06,293971.0,2096-09-01,2019-12-06
2019-12-06,294230.0,2096-10-01,2019-12-06
2019-12-06,294466.0,2096-11-01,2019-12-06
2019-12-06,294694.0,2096-12-01,2019-12-06
2019-12-06,294914.0,2097-01-01,2019-12-06
2019-12-06,295105.0,2097-02-01,2019-12-06
2019-12-06,295287.0,2097-03-01,2019-12-06
2019-12-06,295490.0,2097-04-01,2019-12-06
2019-12-06,295704.0,2097-05-01,2019-12-06
2019-12-06,295936.0,2097-06-01,2019-12-06
2019-12-06,296186.0,2097-07-01,2019-12-06
2019-12-06,296440.0,2097-08-01,2019-12-06
2019-12-06,296707.0,2097-09-01,2019-12-06
2019-12-06,296972.0,2097-10-01,2019-12-06
2019-12-06,297207.0,2097-11-01,2019-12-06
2019-12-06,297431.0,2097-12-01,2019-12-06
2019-12-06,297647.0,2098-01-01,2019-12-06
2019-12-06,297854.0,2098-02-01,2019-12-06
2019-12-06,298060.0,2098-03-01,2019-12-06
2019-12-06,298281.0,2098-04-01,2019-12-06
2019-12-06,298496.0,2098-05-01,2019-12-06
2019-12-06,298739.0,2098-06-01,2019-12-06
2019-12-06,298996.0,2098-07-01,2019-12-06
2019-12-06,299263.0,2098-08-01,2019-12-06
2019-12-06,299554.0,2098-09-01,2019-12-06
2019-12-06,299835.0,2098-10-01,2019-12-06
2019-12-06,300094.0,2098-11-01,2019-12-06
2019-12-06,300340.0,2098-12-01,2019-12-06
2019-12-06,300574.0,2099-01-01,2019-12-06
2019-12-06,300802.0,2099-02-01,2019-12-06
2019-12-06,301021.0,2099-03-01,2019-12-06
2019-12-06,301254.0,2099-04-01,2019-12-06
2019-12-06,301483.0,2099-05-01,2019-12-06
2019-12-06,301739.0,2099-06-01,2019-12-06
2019-12-06,302004.0,2099-07-01,2019-12-06
2019-12-06,302267.0,2099-08-01,2019-12-06
2019-12-06,302546.0,2099-09-01,2019-12-06
2019-12-06,302807.0,2099-10-01,2019-12-06
2019-12-06,303054.0,2099-11-01,2019-12-06
2019-12-06,303287.0,2099-12-01,2019-12-06
2019-12-06,303506.0,2100-01-01,2019-12-06
2019-12-06,303711.0,2100-02-01,2019-12-06
2019-12-06,303907.0,2100-03-01,2019-12-06
2019-12-06,304117.0,2100-04-01,2019-12-06
2019-12-06,304323.0,2100-05-01,2019-12-06
2019-12-06,304556.0,2100-06-01,2019-12-06
2019-12-06,304798.0,2100-07-01,2019-12-06
2019-12-06,305045.0,2100-08-01,2019-12-06
2019-12-06,305309.0,2100-09-01,2019-12-06
2019-12-06,305554.0,2100-10-01,2019-12-06
2019-12-06,305786.0,2100-11-01,2019-12-06
2019-12-06,306004.0,2100-12-01,2019-12-06
2019-12-06,306208.0,2101-01-01,2019-12-06
2019-12-06,306402.0,2101-02-01,2019-12-06
2019-12-06,306588.0,2101-03-01,2019-12-06
2019-12-06,306787.0,2101-04-01,2019-12-06
2019-12-06,306984.0,2101-05-01,2019-12-06
2019-12-06,307206.0,2101-06-01,2019-12-06
2019-12-06,307439.0,2101-07-01,2019-12-06
2019-12-06,307685.0,2101-08-01,2019-12-06
2019-12-06,307946.0,2101-09-01,2019-12-06
2019-12-06,308189.0,2101-10-01,2019-12-06
2019-12-06,308418.0,2101-11-01,2019-12-06
2019-12-06,308633.0,2101-12-01,2019-12-06
2019-12-06,308833.0,2102-01-01,2019-12-06
2019-12-06,309027.0,2102-02-01,2019-12-06
2019-12-06,309212.0,2102-03-01,2019-12-06
2019-12-06,309191.211,2102-04-01,2019-12-06
2019-12-06,309369.053,2102-05-01,2019-12-06
2019-12-06,309548.502,2102-06-01,2019-12-06
2019-12-06,309745.698,2102-07-01,2019-12-06
2019-12-06,309957.775,2102-08-01,2019-12-06
2019-12-06,310176.466,2102-09-01,2019-12-06
2019-12-06,310399.958,2102-10-01,2019-12-06
2019-12-06,310595.764,2102-11-01,2019-12-06
2019-12-06,310781.705,2102-12-01,2019-12-06
2019-12-06,310960.74,2103-01-01,2019-12-06
2019-12-06,311113.376,2103-02-01,2019-12-06
2019-12-06,311265.404,2103-03-01,2019-12-06
2019-12-06,311436.238,2103-04-01,2019-12-06
2019-12-06,311607.08,2103-05-01,2019-12-06
2019-12-06,311791.223,2103-06-01,2019-12-06
2019-12-06,311997.049,2103-07-01,2019-12-06
2019-12-06,312205.367,2103-08-01,2019-12-06
2019-12-06,312429.118,2103-09-01,2019-12-06
2019-12-06,312644.159,2103-10-01,2019-12-06
2019-12-06,312829.523,2103-11-01,2019-12-06
2019-12-06,313009.712,2103-12-01,2019-12-06
2019-12-06,313183.179,2104-01-01,2019-12-06
2019-12-06,313338.977,2104-02-01,2019-12-06
2019-12-06,313499.369,2104-03-01,2019-12-06
2019-12-06,313667.127,2104-04-01,2019-12-06
2019-12-06,313830.53,2104-05-01,2019-12-06
2019-12-06,314017.594,2104-06-01,2019-12-06
2019-12-06,314210.786,2104-07-01,2019-12-06
2019-12-06,314422.341,2104-08-01,2019-12-06
2019-12-06,314646.749,2104-09-01,2019-12-06
2019-12-06,314853.978,2104-10-01,2019-12-06
2019-12-06,315053.863,2104-11-01,2019-12-06
2019-12-06,315232.752,2104-12-01,2019-12-06
2019-12-06,315389.595,2105-01-01,2019-12-06
2019-12-06,315520.143,2105-02-01,2019-12-06
2019-12-06,315662.224,2105-03-01,2019-12-06
2019-12-06,315817.855,2105-04-01,2019-12-06
2019-12-06,315983.654,2105-05-01,2019-12-06
2019-12-06,316171.042,2105-06-01,2019-12-06
2019-12-06,316358.778,2105-07-01,2019-12-06
2019-12-06,316580.327,2105-08-01,2019-12-06
2019-12-06,316806.125,2105-09-01,2019-12-06
2019-12-06,317022.27,2105-10-01,2019-12-06
2019-12-06,317228.026,2105-11-01,2019-12-06
2019-12-06,317411.551,2105-12-01,2019-12-06
2019-12-06,317593.923,2106-01-01,2019-12-06
2019-12-06,317753.883,2106-02-01,2019-12-06
2019-12-06,317917.203,2106-03-01,2019-12-06
2019-12-06,318089.218,2106-04-01,2019-12-06
2019-12-06,318269.505,2106-05-01,2019-12-06
2019-12-06,318464.152,2106-06-01,2019-12-06
2019-12-06,318662.368,2106-07-01,2019-12-06
2019-12-06,318893.786,2106-08-01,2019-12-06
2019-12-06,319125.296,2106-09-01,2019-12-06
2019-12-06,319353.734,2106-10-01,2019-12-06
2019-12-06,319564.209,2106-11-01,2019-12-06
2019-12-06,319746.157,2106-12-01,2019-12-06
2019-12-06,319928.646,2107-01-01,2019-12-06
2019-12-06,320074.511,2107-02-01,2019-12-06
2019-12-06,320230.786,2107-03-01,2019-12-06
2019-12-06,320402.295,2107-04-01,2019-12-06
2019-12-06,320583.972,2107-05-01,2019-12-06
2019-12-06,320773.558,2107-06-01,2019-12-06
2019-12-06,320978.213,2107-07-01,2019-12-06
2019-12-06,321202.45,2107-08-01,2019-12-06
2019-12-06,321427.611,2107-09-01,2019-12-06
2019-12-06,321653.019,2107-10-01,2019-12-06
2019-12-06,321856.265,2107-11-01,2019-12-06
2019-12-06,322043.071,2107-12-01,2019-12-06
2019-12-06,322232.862,2108-01-01,2019-12-06
2019-12-06,322398.098,2108-02-01,2019-12-06
2019-12-06,322551.468,2108-03-01,2019-12-06
2019-12-06,322721.212,2108-04-01,2019-12-06
2019-12-06,322899.995,2108-05-01,2019-12-06
2019-12-06,323088.466,2108-06-01,2019-12-06
2019-12-06,323291.042,2108-07-01,2019-12-06
2019-12-06,323501.361,2108-08-01,2019-12-06
2019-12-06,323709.851,2108-09-01,2019-12-06
2019-12-06,323919.726,2108-10-01,2019-12-06
2019-12-06,324106.527,2108-11-01,2019-12-06
2019-12-06,324274.912,2108-12-01,2019-12-06
2019-12-06,324438.195,2109-01-01,2019-12-06
2019-12-06,324581.497,2109-02-01,2019-12-06
2019-12-06,324713.97,2109-03-01,2019-12-06
2019-12-06,324861.757,2109-04-01,2019-12-06
2019-12-06,325019.199,2109-05-01,2019-12-06
2019-12-06,325186.237,2109-06-01,2019-12-06
2019-12-06,325367.612,2109-07-01,2019-12-06
2019-12-06,325567.716,2109-08-01,2019-12-06
2019-12-06,325766.019,2109-09-01,2019-12-06
2019-12-06,325965.952,2109-10-01,2019-12-06
2019-12-06,326142.633,2109-11-01,2019-12-06
2019-12-06,326301.399,2109-12-01,2019-12-06
2019-12-06,326454.123,2110-01-01,2019-12-06
2019-12-06,326600.823,2110-02-01,2019-12-06
2019-12-06,326736.69,2110-03-01,2019-12-06
2019-12-06,326887.866,2110-04-01,2019-12-06
2019-12-06,327048.704,2110-05-01,2019-12-06
2019-12-06,327219.14,2110-06-01,2019-12-06
2019-12-06,327403.909,2110-07-01,2019-12-06
2019-12-06,327600.25,2110-08-01,2019-12-06
2019-12-06,327794.788,2110-09-01,2019-12-06
2019-12-06,327990.95,2110-10-01,2019-12-06
2019-12-06,328163.864,2110-11-01,2019-12-06
2019-12-06,328318.861,2110-12-01,2019-12-06
2019-12-06,328467.812,2111-01-01,2019-12-06
2019-12-06,328610.744,2111-02-01,2019-12-06
2019-12-06,328742.843,2111-03-01,2019-12-06
2019-12-06,328890.25,2111-04-01,2019-12-06
2019-12-06,329047.319,2111-05-01,2019-12-06
2019-12-06,329213.989,2111-06-01,2019-12-06
2019-12-06,329394.993,2111-07-01,2019-12-06
2019-12-06,329591.333,2111-08-01,2019-12-06
2019-12-06,329785.872,2111-09-01,2019-12-06
2019-12-06,329982.035,2111-10-01,2019-12-06
2019-12-06,330154.949,2111-11-01,2019-12-06
2019-12-06,330309.946,2111-12-01,2019-12-06
2019-12-06,156309.0,2045-01-01,2019-12-06
2019-12-06,156527.0,2045-02-01,2019-12-06
2019-12-06,156731.0,2045-03-01,2019-12-06
2019-12-06,156943.0,2045-04-01,2019-12-06
2019-12-06,157140.0,2045-05-01,2019-12-06
2019-12-06,157343.0,2045-06-01,2019-12-06
2019-12-06,157553.0,2045-07-01,2019-12-06
2019-12-06,157798.0,2045-08-01,2019-12-06
2019-12-06,158053.0,2045-09-01,2019-12-06
2019-12-06,158306.0,2045-10-01,2019-12-06
2019-12-06,158451.0,2045-11-01,2019-12-06
2019-12-06,158757.0,2045-12-01,2019-12-06
2019-12-06,158973.0,2046-01-01,2019-12-06
2019-12-06,159170.0,2046-02-01,2019-12-06
2019-12-06,159349.0,2046-03-01,2019-12-06
2019-12-06,159556.0,2046-04-01,2019-12-06
2019-12-06,159745.0,2046-05-01,2019-12-06
2019-12-06,159956.0,2046-06-01,2019-12-06
2019-12-06,160184.0,2046-07-01,2019-12-06
2019-12-06,160449.0,2046-08-01,2019-12-06
2019-12-06,160718.0,2046-09-01,2019-12-06
2019-12-06,160978.0,2046-10-01,2019-12-06
2019-12-06,161223.0,2046-11-01,2019-12-06
2019-12-06,161453.0,2046-12-01,2019-12-06
2019-12-06,161690.0,2047-01-01,2019-12-06
2019-12-06,161912.0,2047-02-01,2019-12-06
2019-12-06,162124.0,2047-03-01,2019-12-06
2019-12-06,162350.0,2047-04-01,2019-12-06
2019-12-06,162564.0,2047-05-01,2019-12-06
2019-12-06,162790.0,2047-06-01,2019-12-06
2019-12-06,163026.0,2047-07-01,2019-12-06
2019-12-06,163290.0,2047-08-01,2019-12-06
2019-12-06,163570.0,2047-09-01,2019-12-06
2019-12-06,163847.0,2047-10-01,2019-12-06
2019-12-06,164107.0,2047-11-01,2019-12-06
2019-12-06,164349.0,2047-12-01,2019-12-06
2019-12-06,164588.0,2048-01-01,2019-12-06
2019-12-06,164809.0,2048-02-01,2019-12-06
2019-12-06,165018.0,2048-03-01,2019-12-06
2019-12-06,165251.0,2048-04-01,2019-12-06
2019-12-06,165463.0,2048-05-01,2019-12-06
2019-12-06,165695.0,2048-06-01,2019-12-06
2019-12-06,165931.0,2048-07-01,2019-12-06
2019-12-06,166192.0,2048-08-01,2019-12-06
2019-12-06,166473.0,2048-09-01,2019-12-06
2019-12-06,166755.0,2048-10-01,2019-12-06
2019-12-06,167023.0,2048-11-01,2019-12-06
2019-12-06,167270.0,2048-12-01,2019-12-06
2019-12-06,167513.0,2049-01-01,2019-12-06
2019-12-06,167746.0,2049-02-01,2019-12-06
2019-12-06,167977.0,2049-03-01,2019-12-06
2019-12-06,168221.0,2049-04-01,2019-12-06
2019-12-06,168436.0,2049-05-01,2019-12-06
2019-12-06,168659.0,2049-06-01,2019-12-06
2019-12-06,168903.0,2049-07-01,2019-12-06
2019-12-06,169191.0,2049-08-01,2019-12-06
2019-12-06,169488.0,2049-09-01,2019-12-06
2019-12-06,169780.0,2049-10-01,2019-12-06
2019-12-06,170063.0,2049-11-01,2019-12-06
2019-12-06,170315.0,2049-12-01,2019-12-06
2019-12-06,170571.0,2050-01-01,2019-12-06
2019-12-06,170806.0,2050-02-01,2019-12-06
2019-12-06,171029.0,2050-03-01,2019-12-06
2019-12-06,171271.0,2050-04-01,2019-12-06
2019-12-06,171501.0,2050-05-01,2019-12-06
2019-12-06,171741.0,2050-06-01,2019-12-06
2019-12-06,171984.0,2050-07-01,2019-12-06
2019-12-06,172257.0,2050-08-01,2019-12-06
2019-12-06,172538.0,2050-09-01,2019-12-06
2019-12-06,172816.0,2050-10-01,2019-12-06
2019-12-06,173070.0,2050-11-01,2019-12-06
2019-12-06,173298.0,2050-12-01,2019-12-06
2019-12-06,173533.0,2051-01-01,2019-12-06
2019-12-06,173746.0,2051-02-01,2019-12-06
2019-12-06,173945.0,2051-03-01,2019-12-06
2019-12-06,174176.0,2051-04-01,2019-12-06
2019-12-06,174397.0,2051-05-01,2019-12-06
2019-12-06,174639.0,2051-06-01,2019-12-06
2019-12-06,174882.0,2051-07-01,2019-12-06
2019-12-06,175143.0,2051-08-01,2019-12-06
2019-12-06,175413.0,2051-09-01,2019-12-06
2019-12-06,175697.0,2051-10-01,2019-12-06
2019-12-06,175966.0,2051-11-01,2019-12-06
2019-12-06,176207.0,2051-12-01,2019-12-06
2019-12-06,176447.0,2052-01-01,2019-12-06
2019-12-06,176685.0,2052-02-01,2019-12-06
2019-12-06,176905.0,2052-03-01,2019-12-06
2019-12-06,177146.0,2052-04-01,2019-12-06
2019-12-06,177365.0,2052-05-01,2019-12-06
2019-12-06,177591.0,2052-06-01,2019-12-06
2019-12-06,177830.0,2052-07-01,2019-12-06
2019-12-06,178101.0,2052-08-01,2019-12-06
2019-12-06,178376.0,2052-09-01,2019-12-06
2019-12-06,178657.0,2052-10-01,2019-12-06
2019-12-06,178921.0,2052-11-01,2019-12-06
2019-12-06,179153.0,2052-12-01,2019-12-06
2019-12-06,179386.0,2053-01-01,2019-12-06
2019-12-06,179597.0,2053-02-01,2019-12-06
2019-12-06,179788.0,2053-03-01,2019-12-06
2019-12-06,180007.0,2053-04-01,2019-12-06
2019-12-06,180222.0,2053-05-01,2019-12-06
2019-12-06,180444.0,2053-06-01,2019-12-06
2019-12-06,180671.0,2053-07-01,2019-12-06
2019-12-06,180945.0,2053-08-01,2019-12-06
2019-12-06,181238.0,2053-09-01,2019-12-06
2019-12-06,181528.0,2053-10-01,2019-12-06
2019-12-06,181796.0,2053-11-01,2019-12-06
2019-12-06,182042.0,2053-12-01,2019-12-06
2019-12-06,182287.0,2054-01-01,2019-12-06
2019-12-06,182520.0,2054-02-01,2019-12-06
2019-12-06,182742.0,2054-03-01,2019-12-06
2019-12-06,182992.0,2054-04-01,2019-12-06
2019-12-06,183217.0,2054-05-01,2019-12-06
2019-12-06,183452.0,2054-06-01,2019-12-06
2019-12-06,183691.0,2054-07-01,2019-12-06
2019-12-06,183958.0,2054-08-01,2019-12-06
2019-12-06,184243.0,2054-09-01,2019-12-06
2019-12-06,184524.0,2054-10-01,2019-12-06
2019-12-06,184783.0,2054-11-01,2019-12-06
2019-12-06,185016.0,2054-12-01,2019-12-06
2019-12-06,185242.0,2055-01-01,2019-12-06
2019-12-06,185452.0,2055-02-01,2019-12-06
2019-12-06,185650.0,2055-03-01,2019-12-06
2019-12-06,185874.0,2055-04-01,2019-12-06
2019-12-06,186087.0,2055-05-01,2019-12-06
2019-12-06,186314.0,2055-06-01,2019-12-06
2019-12-06,186538.0,2055-07-01,2019-12-06
2019-12-06,186790.0,2055-08-01,2019-12-06
2019-12-06,187058.0,2055-09-01,2019-12-06
2019-12-06,187323.0,2055-10-01,2019-12-06
2019-12-06,187574.0,2055-11-01,2019-12-06
2019-12-06,187796.0,2055-12-01,2019-12-06
2019-12-06,188013.0,2056-01-01,2019-12-06
2019-12-06,188213.0,2056-02-01,2019-12-06
2019-12-06,188387.0,2056-03-01,2019-12-06
2019-12-06,188580.0,2056-04-01,2019-12-06
2019-12-06,188790.0,2056-05-01,2019-12-06
2019-12-06,189018.0,2056-06-01,2019-12-06
2019-12-06,189242.0,2056-07-01,2019-12-06
2019-12-06,189496.0,2056-08-01,2019-12-06
2019-12-06,189761.0,2056-09-01,2019-12-06
2019-12-06,190028.0,2056-10-01,2019-12-06
2019-12-06,190265.0,2056-11-01,2019-12-06
2019-12-06,190472.0,2056-12-01,2019-12-06
2019-12-06,190668.0,2057-01-01,2019-12-06
2019-12-06,190858.0,2057-02-01,2019-12-06
2019-12-06,191047.0,2057-03-01,2019-12-06
2019-12-06,191245.0,2057-04-01,2019-12-06
2019-12-06,191447.0,2057-05-01,2019-12-06
2019-12-06,191666.0,2057-06-01,2019-12-06
2019-12-06,191889.0,2057-07-01,2019-12-06
2019-12-06,192131.0,2057-08-01,2019-12-06
2019-12-06,192376.0,2057-09-01,2019-12-06
2019-12-06,192631.0,2057-10-01,2019-12-06
2019-12-06,192847.0,2057-11-01,2019-12-06
2019-12-06,193039.0,2057-12-01,2019-12-06
2019-12-06,193223.0,2058-01-01,2019-12-06
2019-12-06,193393.0,2058-02-01,2019-12-06
2019-12-06,193540.0,2058-03-01,2019-12-06
2019-12-06,193709.0,2058-04-01,2019-12-06
2019-12-06,193888.0,2058-05-01,2019-12-06
2019-12-06,194087.0,2058-06-01,2019-12-06
2019-12-06,194303.0,2058-07-01,2019-12-06
2019-12-06,194528.0,2058-08-01,2019-12-06
2019-12-06,194761.0,2058-09-01,2019-12-06
2019-12-06,194997.0,2058-10-01,2019-12-06
2019-12-06,195195.0,2058-11-01,2019-12-06
2019-12-06,195372.0,2058-12-01,2019-12-06
2019-12-06,195539.0,2059-01-01,2019-12-06
2019-12-06,195688.0,2059-02-01,2019-12-06
2019-12-06,195831.0,2059-03-01,2019-12-06
2019-12-06,195999.0,2059-04-01,2019-12-06
2019-12-06,196178.0,2059-05-01,2019-12-06
2019-12-06,196372.0,2059-06-01,2019-12-06
2019-12-06,196560.0,2059-07-01,2019-12-06
2019-12-06,196762.0,2059-08-01,2019-12-06
2019-12-06,196984.0,2059-09-01,2019-12-06
2019-12-06,197207.0,2059-10-01,2019-12-06
2019-12-06,197398.0,2059-11-01,2019-12-06
2019-12-06,197572.0,2059-12-01,2019-12-06
2019-12-06,197736.0,2060-01-01,2019-12-06
2019-12-06,197892.0,2060-02-01,2019-12-06
2019-12-06,198037.0,2060-03-01,2019-12-06
2019-12-06,198206.0,2060-04-01,2019-12-06
2019-12-06,198363.0,2060-05-01,2019-12-06
2019-12-06,198537.0,2060-06-01,2019-12-06
2019-12-06,198712.0,2060-07-01,2019-12-06
2019-12-06,198911.0,2060-08-01,2019-12-06
2019-12-06,199113.0,2060-09-01,2019-12-06
2019-12-06,199311.0,2060-10-01,2019-12-06
2019-12-06,199498.0,2060-11-01,2019-12-06
2019-12-06,199657.0,2060-12-01,2019-12-06
2019-12-06,199808.0,2061-01-01,2019-12-06
2019-12-06,199920.0,2061-02-01,2019-12-06
2019-12-06,200056.0,2061-03-01,2019-12-06
2019-12-06,200208.0,2061-04-01,2019-12-06
2019-12-06,200361.0,2061-05-01,2019-12-06
2019-12-06,200536.0,2061-06-01,2019-12-06
2019-12-06,200706.0,2061-07-01,2019-12-06
2019-12-06,200898.0,2061-08-01,2019-12-06
2019-12-06,201095.0,2061-09-01,2019-12-06
2019-12-06,201290.0,2061-10-01,2019-12-06
2019-12-06,201466.0,2061-11-01,2019-12-06
2019-12-06,201621.0,2061-12-01,2019-12-06
2019-12-06,201760.0,2062-01-01,2019-12-06
2019-12-06,201881.0,2062-02-01,2019-12-06
2019-12-06,202023.0,2062-03-01,2019-12-06
2019-12-06,202161.0,2062-04-01,2019-12-06
2019-12-06,202331.0,2062-05-01,2019-12-06
2019-12-06,202507.0,2062-06-01,2019-12-06
2019-12-06,202677.0,2062-07-01,2019-12-06
2019-12-06,202877.0,2062-08-01,2019-12-06
2019-12-06,203090.0,2062-09-01,2019-12-06
2019-12-06,203302.0,2062-10-01,2019-12-06
2019-12-06,203500.0,2062-11-01,2019-12-06
